ID,Nombre Producto,Descripscion,Categoria,Marca,Talla ,Color,Material,Condicion,Fecha Compra,Fecha Venta,Proveedor ,Precio Compra,Precio Venta,Stock,Notas,ID
282,"Camiseta crop Oversize Vintage Asics Amarillo, Negro","Camiseta crop Oversize Vintage Asics Amarillo, Negro
282)

🔹 Talla del Artículo: M
🔹 Color: Amarillo, Negro
🔹 Estado: C+. Muy buen estado con alguna pequeña mancha

📏 Medidas:

Ancho: 55cm
Largo: 56cm
🎁 Descuento exclusivo: -5% para seguidores
📦 Envío: Dentro de las 48h posteriores a la compra
🤝 Gastos de envío: Ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas.
#CamisetaCrop #OversizeVintage #ModaAmarilloNegro #FashionTrend #VintageFashion #StreetwearFashion #CamisetaDeDiseño #NuevaColección #EstiloVintage #RetroFashion #AmarilloNegroVintage #ModaExclusiva #OversizeChic #FashionStatement #TrendyColors",1.2.1 Camisetas manga corta ,Asics ,"M
L= 55,5cm
A= 54cm
Axila a parte baja = 30cm
Cuello a parte baja = 47cm
Espalda a parte baja = 53,5cm
Hombro a hombro = 48,5cm
Cintura = 51,5cm
Manga largo = 24,5cm
Manga ancho = 20cm","Amarillo, Negro",Algodón 100%,B+,22/01/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,143",282
283,"Camiseta ajustada Vintage Champion Gris, Negro, Blanco","Camiseta ajustada Vintage Champion Gris, Negro, Blanco
283)

🔹 Talla del Artículo: M
🔹 Color: Gris, Negro, Blanco
🔹 Estado: B+. Muy buen estado

📏 Medidas:

Ancho: 43cm
Largo: 57cm
🎁 Descuento exclusivo: -5% para seguidores
📦 Envío: Dentro de las 48h posteriores a la compra
🤝 Gastos de envío: Ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas.
#CamisetaAjustada #VintageChampion #ModaGrisNegroBlanco #FashionTrend #ChampionStyle #StreetwearFashion #CamisetaDeDiseño #NuevaColección #EstiloVintage #RetroFashion #GrisNegroBlancoVintage #ModaExclusiva #AjustadaChic #FashionStatement #TrendyColors",1.2.1 Camisetas manga corta ,Champion ,"M
L= 57cm
A= 42,5cm
Axila a parte baja = 36cm
Cuello a parte baja = 49,5cm
Espalda a parte baja = 56,5cm
Hombro a hombro = 37cm
Cintura = 42cm
Manga largo = 19cm
Manga ancho = 14,5cm","Gris, Negro, Blanco","Algodón 88%,
Elastico 12%",B+,22/01/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,148",283
284,"Camiseta Vintage Levis Rosa, Rojo","Camiseta Vintage Levis Rosa, Rojo
284)

🔹 Talla del Artículo: S
🔹 Color: Rosa, Rojo
🔹 Estado: B+. Muy buen estado

📏 Medidas:

Ancho: 45cm
Largo: 61cm
🎁 Descuento exclusivo: -5% para seguidores
📦 Envío: Dentro de las 48h posteriores a la compra
🤝 Gastos de envío: Ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas.
#CamisetaVintage #LevisVintage #ModaRosaRojo #FashionTrend #VintageFashion #StreetwearFashion #CamisetaDeDiseño #NuevaColección #EstiloVintage #RetroFashion #RosaRojoVintage #ModaExclusiva #VintageLevis #FashionStatement #TrendyColors",1.2.1 Camisetas manga corta ,Levis ,"S
L= 61cm
A= 45cm
Axila a parte baja = 41,5cm
Cuello a parte baja = 53,5cm
Espalda a parte baja = 61cm
Hombro a hombro = 37cm
Cintura = 44,5cm
Manga largo = 15,5cm
Manga ancho = 12cm","Rosa, Rojo",Algodón 100%,B+,22/01/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,132",284
285,"Camiseta deportiva Kappa Negro, Blanco ","Camiseta deportiva Kappa Negro, Blanco
286)

🔹 Talla del Artículo: 10a 140cm
🔹 Color: Negro, Blanco
🔹 Estado: B+. Muy buen estado

📏 Medidas:

Ancho: 41cm
Largo: 54cm
🎁 Descuento exclusivo: -5% para seguidores
📦 Envío: Dentro de las 48h posteriores a la compra
🤝 Gastos de envío: Ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas.
#CamisetaDeportiva #KappaSport #ModaNegroBlanco #FashionSport #DeporteConEstilo #CamisetaKappa #EstiloDeportivo #NuevaColección #SportyFashion #NegroBlancoSport #ModaActiva #RendimientoDeportivo #KappaStyle #FashionStatement #TrendyColors",1.1.1 Camisetas manga corta,Kappa ,"10a 140cm
L= 53,5cm
A= 41,5cm
Axila a parte baja = 36,5cm
Cuello a parte baja = 47cm
Espalda a parte baja = 52cm
Hombro a hombro = 31cm
Cintura = 39,5cm
Manga largo = 18cm
Manga ancho = 12cm","Negro, Blanco",,B+,22/01/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,075",285
286,"Camiseta grafica Armani Jeans Blanco, Negro","Camiseta grafica Armani Jeans Blanco, Negro
287)

🔹 Talla del Artículo: 14a 166cm
🔹 Color: Blanco, Negro
🔹 Estado: B+. Muy buen estado

📏 Medidas:

Ancho: 50cm
Largo: 66cm
🎁 Descuento exclusivo: -5% para seguidores
📦 Envío: Dentro de las 48h posteriores a la compra
🤝 Gastos de envío: Ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas.
#CamisetaArmaniJeans #ArmaniFashion #ModaBlancoNegro #FashionTrend #CamisetaGráfica #EstiloArmani #NuevaColección #BlancoNegroFashion #ArmaniStyle #RopaDeDiseño #FashionStatement #TrendyColors #ModaExclusiva #ArmaniGraphics #EstiloElegante",1.2.1 Camisetas manga corta ,Armani Jeans ,"14a 166cm
L= 65,5cm
A= 49,5cm
Axila a parte baja = 41cm
Cuello a parte baja = 59cm
Espalda a parte baja = 63cm
Hombro a hombro = 40cm
Cintura = 47cm
Manga largo = 17cm
Manga ancho = 17cm","Blanco, Negro",Algodón 100%,C+,22/01/24,2/5/24,VintageWholesaleSpain,"3,18 €","7,00 €",0,"Seminuevo, con dos pequeños agujeros, peso: 0,132.
Por Vinted (8,05 €, 1,05€ de comisión)",286
287,"Camiseta sin mangas Vintage Fila Negro, Gris, Blanco","Camiseta sin mangas Vintage Fila Negro, Gris, Blanco
287)

🔹 Talla del Artículo: L
🔹 Color: Negro, Gris, Blanco
🔹 Estado: B+. Muy buen estado

📏 Medidas:

Ancho: 54cm
Largo: 73cm
🎁 Descuento exclusivo: -5% para seguidores
📦 Envío: Dentro de las 48h posteriores a la compra
🤝 Gastos de envío: Ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas.
#CamisetaSinMangas #VintageFila #ModaNegroGrisBlanco #FashionVintage #EstiloRetro #FilaStyle #NuevaColección #ModaCasual #VintageFashion #RopaRetro #FilaFashion #TrendyColors #ModaExclusiva #FilaVintageStyle #EstiloSinMangas",1.2.3 Camisetas sin manga ,Fila ,"L
L= 73cm
A= 54cm
Axila a parte baja = 49cm
Cuello a parte baja = 65cm
Espalda a parte baja = 74cm
Hombro a hombro = 45,5cm
Cintura = 53cm
Manga largo = cm
Manga ancho = cm","Negro, Gris, Blanco","Algodón 95%,
Elastico 05%",B+,22/01/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,200",287
288,Camiseta Oversize VintageAdidas Gris,"Camiseta Oversize Vintage Adidas Gris
288)

🔹 Talla del Artículo: L/XL
🔹 Color: Gris
🔹 Estado: B+. Muy buen estado

📏 Medidas:

Ancho: 65cm
Largo: 81cm
🎁 Descuento exclusivo: -5% para seguidores
📦 Envío: Dentro de las 48h posteriores a la compra
🤝 Gastos de envío: Ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas.
#CamisetaOversize #VintageAdidas #ModaGris #FashionTrend #EstiloRetro #AdidasStyle #NuevaColección #ModaCasual #VintageFashion #RopaRetro #AdidasFashion #TrendyColors #ModaExclusiva #AdidasVintageStyle #EstiloOversize",1.2.1 Camisetas manga corta ,Adidas Performance,"L/XL
L= 81cm
A= 65cm
Axila a parte baja = 52cm
Cuello a parte baja = 68cm
Espalda a parte baja = 82,5cm
Hombro a hombro = 47cm
Cintura = 61,5cm
Manga largo = 25cm
Manga ancho = 20cm",Gris,,B+,23/01/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,213",288
289,Camiseta Oversize Calvin Klein Gris,"Camiseta Oversize Calvin Klein Gris
289)

🔹 Talla del Artículo: XL
🔹 Color: Gris
🔹 Estado: B+. Muy buen estado

📏 Medidas:

Ancho: 68cm
Largo: 61cm
🎁 Descuento exclusivo: -5% para seguidores
📦 Envío: Dentro de las 48h posteriores a la compra
🤝 Gastos de envío: Ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas.
#CamisetaOversize #CalvinKleinFashion #ModaGris #FashionTrend #EstiloOversize #CalvinKleinStyle #NuevaColección #ModaCasual #TrendyColors #ModaExclusiva #EstiloChic #RopaCómoda #GrayFashion #Streetwear #OversizedStyle",1.2.1 Camisetas manga corta ,Calvin Klein,"XL
L= 68cm
A= 63cm
Axila a parte baja = 45cm
Cuello a parte baja = 59,5cm
Espalda a parte baja = 68cm
Hombro a hombro = 52cm
Cintura = 62cm
Manga largo = 21,5cm
Manga ancho = 18cm",Gris,,B+,23/01/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,180",289
290,"Camiseta deportiva manga corta cuello redondo logo pequeño bordado pecho degradado SikSilk Negro, Verde Pistacho, Blanco","Camiseta deportiva SikSilk Negro, Verde Pistacho, Blanco
290)
🎁-5% para seguidores

📏Talla del Articulo : XL

🎨Color : Negro, Verde Pistacho, Blanco

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : 54cm
Largo : 82cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",1.1.1 Camisetas manga corta,SikSilk ,"XL
L= 81,5cm
A= 54cm
Axila a parte baja = 43cm
Cuello a parte baja = 72cm
Espalda a parte baja = 82cm
Hombro a hombro = 48cm
Cintura = 53cm
Manga largo = 19cm
Manga ancho = 15,5cm","Negro, Verde Pistacho, Blanco",Poliester 100%,B+,23/01/24,16/2/24,VintageWholesaleSpain,"3,18 €","8,00 €",0,"Seminuevo, sin desperfectos, peso: 0,175.
Por Vinted (9,10 €, 1,10€ de comisión)",290
291,"Camiseta Oversize Vintage Adidas Azul Marino, Blanco","Camiseta Oversize Vintage Adidas Azul Marino, Blanco
291)

🔹 Talla del Artículo: XL
🔹 Color: Azul Marino, Blanco
🔹 Estado: B+. Muy buen estado

📏 Medidas:

Ancho: 68cm
Largo: 75cm
(Para más medidas no dudéis en preguntar)

🎁 Descuento exclusivo: -5% para seguidores
📦 El envío se realiza dentro de las 48h posteriores a la compra
🤝 Gastos de envío ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas
#CamisetaOversize #VintageAdidas #ModaAzulMarino #FashionTrend #EstiloRetro #AdidasStyle #NuevaColección #ModaCasual #VintageFashion #RopaRetro #AdidasFashion #TrendyColors #ModaExclusiva #AdidasVintageStyle #EstiloOversize",1.2.1 Camisetas manga corta ,Adidas Performance,"XL
L= 74,5cm
A= 62,5cm
Axila a parte baja = 49cm
Cuello a parte baja = 63,5cm
Espalda a parte baja = 76,5cm
Hombro a hombro = 47,5cm
Cintura = 58,5cm
Manga largo = 23,5cm
Manga ancho = 20,5cm","Azul Marino, Blanco",,B+,23/01/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,200",291
292,"Camiseta Adidas Negro, Gris, Gris Oscuro","Camiseta Adidas Negro, Gris, Gris Oscuro
292)

🔹 Talla del Artículo: S
🔹 Color: Negro, Gris, Gris Oscuro
🔹 Estado: B+. Muy buen estado

📏 Medidas:

Ancho: 46cm
Largo: 68cm
(Para más medidas no dudéis en preguntar)

🎁 Descuento exclusivo: -5% para seguidores
📦 El envío se realiza dentro de las 48h posteriores a la compra
🤝 Gastos de envío ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas
#CamisetaAdidas #ModaDeportiva #AdidasFashion #FashionNegro #EstiloGris #RopaDeportiva #TrendyColors #GrisOscuroFashion #AdidasStyle #ModaCasual #NegroYGris #EstiloDeportivo #NuevaColección #FashionTrend #AdidasOriginals",1.2.1 Camisetas manga corta ,Adidas Performance,"S
L= 67,5cm
A= 46cm
Axila a parte baja = 43cm
Cuello a parte baja = 59cm
Espalda a parte baja = 67cm
Hombro a hombro = 42cm
Cintura = 46,5cm
Manga largo = 21cm
Manga ancho = 17cm","Negro, Gris, Gris Oscuro",,B+,23/01/24,,VintageWholesaleSpain,"3,18 €",,1,"Seminuevo, sin desperfectos, peso: 0,137",292
293,"Camiseta cuello pico Vintage Asics Blanco, Azul Marino","Camiseta cuello pico Vintage Asics Blanco, Azul Marino
293)
🎁-5% para seguidores

📏Talla del Articulo : XS

🎨Color :  Blanco, Azul Marino

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : 47cm
Largo : 67cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#CamisetaAdidas
#ModaDeportiva
#AdidasFashion
#FashionNegro
#EstiloGris
#RopaDeportiva
#TrendyColors
#GrisOscuroFashion
#AdidasStyle
#ModaCasual
#NegroYGris
#EstiloDeportivo
#NuevaColección
#FashionTrend
#AdidasOriginals",1.2.1 Camisetas manga corta ,Asics,"XS
L= 66,5cm
A= 47cm
Axila a parte baja = 41cm
Cuello a parte baja = 60cm
Espalda a parte baja = 69cm
Hombro a hombro = 43cm
Cintura = 45,5cm
Manga largo = 25cm
Manga ancho = 14cm","Blanco, Azul Marino",Algodón 100%,B+,23/01/24,5/4/24,VintageWholesaleSpain,"3,18 €","8,00 €",0,"Seminuevo, sin desperfectos, peso: 0,229.
Por Vinted (9,10 €, 1,10€ de comisión)",293
294,"Camiseta New York Yankees vintage Cooperstown Majestic Athletic Negro, Blanco ","Camiseta New York Yankees vintage Cooperstown Majestic Athletic Negro, Blanco 
294)
🎁-5% para seguidores

📏Talla del Articulo : XS

🎨Color :  Negro, Blanco 

🔎Estado : B+. Muy buen estado

📐Medidas :

Ancho : 52cm
Largo : 78cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#CamisetaVintage
#NewYorkYankees
#CooperstownCollection
#MajesticAthletic
#EstiloRetro
#FashionNegroBlanco
#YankeesFans
#VintageSports
#ColecciónRetro
#ModaDeportiva
#NYBaseball
#ClassicJersey
#NegroYBlanco
#YankeesPride
#EstiloMajestic",1.2.1 Camisetas manga corta ,Cooperstown Majestic Athletic ,"XS
L= 78cm
A= 51,5cm
Axila a parte baja = 49,5cm
Cuello a parte baja = 73cm
Espalda a parte baja = 75cm
Hombro a hombro = 49cm
Cintura = 48cm
Manga largo = 21cm
Manga ancho = 16cm","Negro, Blanco",Algodón 100%,B+,23/01/24,23/3/2024,VintageWholesaleSpain,"3,18 €","16,00 €",0,"Seminuevo, sin desperfectos, peso: 0,255.
Por Vinted (17,50 €, 1,50€ de comisión)",294
295,Funkos Dragón Ball Shenron 265,"Funkos Dragón Ball Shenron 265
295)
🎁-5% para seguidores

📏Talla del Articulo : XS

🎨Color :  Verde, Naranja

🔎Estado : A+. Nueva a estrenar con etiquetas

📐Medidas :

Ancho : cm
Largo : cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo",4.3 Jugetes ,,3 +,,,A+,18/01/24,14/2/24,Online,"18,95 €","28,00 €",0,Por Wallapop,295
296,Abrigo Mujer Snowimage Negro - Cálido y Elegante Invierno,"Abrigo Mujer Snowimage Negro - Cálido y Elegante Invierno
(296)

🎨 Color: Negro
📏 Talla del Artículo: 44
✨ Estado: B. En perfectas condiciones salvo por un pequeño descolor en la cremallera

📐 Medidas:
🔹 Ancho (axila a axila): 49 cm
🔹 Largo (cuello a parte baja): 54 cm
🔹 Axila a parte baja: 35 cm
🔹 Espalda a parte baja: 60 cm
🔹 Hombro a hombro: 45 cm
🔹 Cintura: 45 cm
🔹 Manga (largo): 63 cm
🔹 Manga (ancho): 14,5 cm
(Para más medidas, no dudes en preguntar)

🎯 Descuento Exclusivo: -5% para seguidores
🚚 Envío Rápido: En un máximo de 48h tras la compra
💸 Gastos de Envío: Ajustados al mínimo posible
✅ Lotes Personalizados: Si deseas crear un lote, envíame la solicitud con los productos que desees.

#AbrigoInvierno #SnowimageStyle #AbrigoNegro #ModaMujer #AbrigoElegante #EstiloInvernal #SnowimageLook #AbrigoCálido #VintedFashion #WallapopStyle #NegroStyle #RopaMujerInvierno #AbrigoMujer #EstiloFemenino #SnowimageAbrigo

Snowimage Women's Black Coat - Warm & Elegant Winter Wear
(296)

🎨 Color: Black
📏 Size: 44
✨ Condition: B. In perfect condition except for slight discoloration on the zipper

📐 Measurements:
🔹 Width (armpit to armpit): 49 cm
🔹 Length (neck to bottom): 54 cm
🔹 Armpit to bottom: 35 cm
🔹 Back to bottom: 60 cm
🔹 Shoulder to shoulder: 45 cm
🔹 Waist: 45 cm
🔹 Sleeve (length): 63 cm
🔹 Sleeve (width): 14.5 cm
(For more measurements, feel free to ask)

🎯 Exclusive Discount: -5% for followers
🚚 Fast Shipping: Within 48 hours after purchase
💸 Shipping Costs: Adjusted to the minimum possible
✅ Custom Bundles: If you want to create a bundle, send me a request with the products you want.

#WinterCoat #SnowimageStyle #BlackCoat #WomensFashion #ElegantCoat #WinterStyle #SnowimageLook #WarmOuterwear #VintedFashion #WallapopStyle #BlackStyle #WinterWomenswear #WomensCoat #FeminineStyle #SnowimageCoat",1.10.2 Chaquetas gruesas,Snowimage,"44
L= 60cm
A= 49cm
Axila a parte baja = 35cm
Cuello a parte baja = 54cm
Espalda a parte baja = cm
Hombro a hombro = 45cm
Cintura = 45cm
Manga largo = 63cm
Manga ancho = 14,5cm",Negro,,B,,,Familiares,"0,00 €",,1,En perfectas condiciones salvo por un pequeño descolor en la cremallera,296
297,LEGO Entrenamiento Ninja de Spinjitzu de Lloyd 70689,,4.1 De construciones ,Lego,3 +,,,A+,11/03/24,30/3/24,Oulet Carrefour,"6,50 €","8,00 €",0,"Por Vinted 18,81€ de un lote de 17,25€ 3 articulos",297
298,LEGO Entrenamiento Ninja de Spinjitzu de Kai 70688,,4.1 De construciones ,Lego,3 +,,,A+,11/03/24,30/3/24,Oulet Carrefour,"6,50 €","8,00 €",0,"Por Vinted 18,81€ de un lote de 17,25€ 3 articulos",298
299,Lego Set de Expansión: Torre de Hielo y Traje de Peach Felina 71407,"Lego Mario Bros Set de Expansión: Torre de Hielo y Traje de Peach Felina 71407
299)

🌈 Color: Rojo, Blanco

✨ Estado: A+. Nueva a estrenar con etiquetas

📏 Medidas:

Alto: cm
Largo: cm
Ancho: cm
(Para medidas adicionales, no dudes en preguntar)
🎯 Descuento exclusivo: -5% para seguidores
🚀 Envío rápido: Dentro de las 48h posteriores a la compra
📦 Gastos de envío: Ajustados al mínimo posible

✅ Lotes personalizados: Si quieres hacer un lote, envíame la solicitud con los productos que desees y me encargo de todo.

#VentaOnline #LEGO #SetDeExpansión #PeachFelina #LEGOSuperMario #TorreDeHielo #JuguetesEducativos #ConstrucciónCreativa #CompraLEGO #DiversiónGarantizada #Juguetes #RegaloPerfecto #JuegosDeConstrucción #OportunidadÚnica #LEGOEnVenta

Lego Mario Bros Expansion Set: Ice Tower and Cat Peach Suit 71407
299)
🌈 Color: Red, White

✨ Condition: A+. Brand new with tags

📏 Measurements:

Height: cm
Length: cm
Width: cm
(For additional measurements, feel free to ask)
🎯 Exclusive Discount: -5% for followers
🚀 Fast Shipping: Within 48 hours after purchase
📦 Shipping Costs: Adjusted to the minimum possible

✅ Custom bundles: If you want to create a bundle, send me your product request, and I’ll take care of everything.

#OnlineSale #LEGO #ExpansionSet #CatPeach #LEGOSuperMario #IceTower #EducationalToys #CreativeBuilding #BuyLEGO #GuaranteedFun #Toys #PerfectGift #ConstructionGames #UniqueOpportunity #LEGOForSale",4.1 De construciones ,Lego,3 +,,,A+,18/3/24,22/3/24,Oulet Carrefour,"22,50 €","30,00 €",2,"Por Vinted (32,20 €, 2,20€ de comisión)",299
,,,,,,,,,23/5/24,,,"30,00 €",,,,
,,,,,,,,,23/5/24,,,"30,00 €",,,,
300,Funko Figura POP Eternals 739 Arishem 25 cm,"Funko Figura POP Eternals 739 Arishem 25 cm
300)
🎁-5% para seguidores

📏Talla del Articulo : 

🎨Color : Rojo, Azul Marino

🔎Estado : A+. Nueva a estrenar con etiquetas

📐Medidas :

   Alto : 32,5 cm
   Largo : 22 cm
   Ancho : 21 cm

(Para más medidas no dudéis en preguntar)

🚚El envió se realiza dentro de las 48h posteriores a la compra:

🤝Gastos de envío ajustados al mínimo

✅Para hacer un lote envíame la solicitud de los productos que deseas
Yo me encargo
#FunkoPOP
#Eternals
#FiguraColeccionable
#Arishem
#Marvel
#FigurasFunko
#Coleccionismo
#RegaloParaFanáticos
#MerchandisingMarvel
#FigurasDeCine
#FigurasDeColección
#FunkoPOPMarvel
#EternalsMovie
#EternalsMerchandise
#RegaloParaFansDeMarvel",4.3 Jugetes ,,"3 +

Alto:32,5
Largo:22
Ancho:21","Rojo, Azul Marino",,A+,20/03/24,8/4/24,Oulet Carrefour,"17,45 €","26,25 €",0,"peso:0,969.
Por Vinted (28,26 €, 2,01€ de comisión)",300
301,Lego City Transporte Equino 60327,"LEGO City Transporte Equino 60327
301)

🔹 Color: Azul
🔹 Estado: A+. Nuevo a estrenar con etiquetas

📏 Medidas:

Alto: 8,5 cm
Largo: 35 cm
Ancho: 6,5 cm
(Para más medidas no dudéis en preguntar)

🎁 Descuento exclusivo: -5% para seguidores
📦 El envío se realiza dentro de las 48h posteriores a la compra
🤝 Gastos de envío ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas
#LEGO #LEGOCity #TransporteEquino #JuguetesLEGO #LegoCity60327 #LEGOHorses #CaballeríaLEGO #LEGOAnimals #ConstrucciónLEGO #JuegosDeConstrucción #LEGOCollector #HorseTransport #LegoFans #BrickBuilding #LEGOAddict
Este es un fantástico juego para jóvenes apasionados de los caballos a partir de 5 años. El set de construcción LEGO® City Transporte Equino (60327) 
contiene todo lo que necesitan para disfrutar de imaginativas aventuras a caballo durante horas, como un todoterreno de juguete con remolque para caballos 
desmontable, un obstáculo de hípica de altura ajustable, 2 minifiguras y figuras de un caballo y un perro.

Una fabulosa experiencia de construcción con LEGO interactiva
El juego incluye instrucciones de construcción ilustradas paso a paso y en versión digital interactiva. 
Disponible en la app gratuita Instrucciones de Montaje LEGO, la intuitiva guía digital con herramientas de acercamiento 
y giro permite a los niños visualizar su maqueta terminada mientras la construyen.
",4.1 De construciones ,LEGO ,"Alto:8,5
Largo:35
Ancho:6,5",Azul,,A+,18/03/24,7/6/24,Carrefour,"1,20 €","15,00 €",1,"peso:0,496.
Por Vinted 16,45€ 1,45 de comisión",301
302,LEGO Ninjago Meca Ninja de Lloyd +4 Años - 71757,"LEGO Ninjago Meca Ninja de Lloyd +4 Años - 71757
302)

🌟 Color: Azul
✨ Estado: A+. Nueva a estrenar con etiquetas

📏 Medidas:
🔹 Alto: 13,5 cm
🔹 Largo: 18,5 cm
🔹 Ancho: 4,5 cm
(Para medidas adicionales, no dudes en preguntar)

🎯 Descuento exclusivo: -5% para seguidores
🚀 Envío rápido: Dentro de las 48h posteriores a la compra
📦 Gastos de envío: Ajustados al mínimo posible

✅ Lotes personalizados: Si quieres hacer un lote, envíame la solicitud con los productos que desees y me encargo de todo.

#VentaOnline #LEGO #LEGOFans #Ninjago #MecaNinja #Lloyd #JuguetesLEGO #LEGO71757 #LEGOCollector #JuegosDeConstrucción #ConstrucciónCreativa #RegaloPerfecto #BrickBuilding #NinjaWarrior #LegoNinjagoWorld

LEGO Ninjago Lloyd’s Ninja Mech +4 Years - 71757
302)

🌟 Color: Blue
✨ Condition: A+. Brand new with tags

📏 Measurements:
🔹 Height: 13.5 cm
🔹 Length: 18.5 cm
🔹 Width: 4.5 cm
(For additional measurements, feel free to ask)

🎯 Exclusive Discount: -5% for followers
🚀 Fast Shipping: Within 48 hours after purchase
📦 Shipping Costs: Adjusted to the minimum possible

✅ Custom bundles: If you want to create a bundle, send me your product request, and I’ll take care of everything.

#OnlineSale #LEGO #LEGOFans #Ninjago #Lloyd #NinjaMech #LEGO71757 #LEGOCollector #ConstructionToys #CreativeBuilding #PerfectGift #BrickBuilding #NinjaWarrior #LegoNinjagoWorld",4.1 De construciones ,LEGO ,"Alto:13,5
Largo:18,5
Ancho:4,5",,,A+,18/03/24,,Carrefour,"1,20 €",,1,"peso:0,143",302
303,"Camiseta interior manga corta a rayas Essentials Gris, Azul",,1.16.5 Camisetas Interiores manga corta ,Essentials ,"



7-8a


A= 38 cm
L = 44,5 cm

Axila a parte baja = 27cm
Cuello a parte baja = 37cm
Espalda a parte baja = 44cm
Hombro a hombro = 32,5cm
Cintura = 35,5cm
Manga largo = 13,5cm
Manga ancho = 13,5cm","Gris, Azul",,B,6/4/24,,Familiares,"0,00 €",,1,,303
304,Camiseta interior manga corta Blanco,,1.16.5 Camisetas Interiores manga corta ,,"


7-8a



A= 39 cm
L = 41,5 cm

Axila a parte baja = 26cm
Cuello a parte baja = 35,5cm
Espalda a parte baja = 41,5cm
Hombro a hombro = 35,5cm
Cintura = 33,5cm
Manga largo = 15cm
Manga ancho = 12cm",Blanco,,B,6/4/24,,Familiares,"0,00 €",,1,,304
305,Funko POP! Star Wars El Libro de Boba Fett 2: The Mandalorian (585),"Funko POP! Star Wars El Libro de Boba Fett 2: The Mandalorian (585)
305)

🔹 Color: Blanco
🔹 Estado: A+. Nueva a estrenar con etiquetas

📏 Medidas:

Alto: 16,2 cm
Largo: 11,8 cm
Ancho: 9,2 cm
(Para más medidas no dudéis en preguntar)

🎁 Descuento exclusivo: -5% para seguidores
📦 El envío se realiza dentro de las 48h posteriores a la compra
🤝 Gastos de envío ajustados al mínimo

✅ Para hacer un lote, envíame la solicitud de los productos que deseas
#FunkoPOP #StarWars #BobaFett #TheMandalorian #Coleccionables #FigurasDeVinilo #Merchandising #FanDeStarWars #FunkoCollection #TheBookOfBobaFett #FunkoStarWars #FiguraDeColección #FunkoAddict #FunkoCommunity #FunkoMania #FunkoForSale #StarWarsCollectibles #FunkoFever #StarWarsFans #FettFriday

",4.3 Jugetes ,Funko,3+,Blanco,Plástico,A+,10/4/24,22/8/24,Frikibunker,"4,99 €","12,50 €",0,"Por vinted 12,5.
13,85, 1,35 de comision",305
